openalex_subfield_id,openalex_subfield_name,for_group_code,for_group_label,is_primary,confidence,match_method,notes
1109,Insect Science,3007,Forestry sciences,False,0.083,constrained_lexical,
1109,Insect Science,3102,Bioinformatics and computational biology,False,0.083,constrained_lexical,
1109,Insect Science,3103,Ecology,False,0.083,constrained_lexical,
1109,Insect Science,3506,Marketing,False,0.083,constrained_lexical,
1109,Insect Science,4102,Ecological applications,False,0.083,constrained_lexical,
1109,Insect Science,4610,Library and information studies,False,0.083,constrained_lexical,
1109,Insect Science,4901,Applied mathematics,False,0.083,constrained_lexical,
1109,Insect Science,3003,Animal production,False,0.056,constrained_lexical,
1110,Plant Science,3004,Crop and pasture production,True,0.086,constrained_lexical,
1110,Plant Science,3008,Horticultural production,False,0.063,constrained_lexical,
1110,Plant Science,3104,Evolutionary biology,False,0.063,constrained_lexical,
1110,Plant Science,3007,Forestry sciences,False,0.057,constrained_lexical,
1110,Plant Science,3003,Animal production,False,0.052,constrained_lexical,
1110,Plant Science,4410,Sociology,False,0.052,constrained_lexical,
1110,Plant Science,3109,Zoology,False,0.046,constrained_lexical,
1110,Plant Science,3001,Agricultural biotechnology,False,0.04,constrained_lexical,
1110,Plant Science,3002,"Agriculture, land and farm management",False,0.04,constrained_lexical,
1111,Soil Science,4106,Soil sciences,True,1.0,exact_match,
1111,Soil Science,3002,"Agriculture, land and farm management",False,0.121,constrained_lexical,
1111,Soil Science,3003,Animal production,False,0.121,constrained_lexical,
1111,Soil Science,3304,Urban and regional planning,False,0.121,constrained_lexical,
1111,Soil Science,4005,Civil engineering,False,0.121,constrained_lexical,
1111,Soil Science,4105,Pollution and contamination,False,0.121,constrained_lexical,
1111,Soil Science,3001,Agricultural biotechnology,False,0.091,constrained_lexical,
1111,Soil Science,3004,Crop and pasture production,False,0.091,constrained_lexical,
1111,Soil Science,3008,Horticultural production,False,0.091,constrained_lexical,
1200,General Arts and Humanities,4705,Literary studies,True,0.333,constrained_lexical,
1200,General Arts and Humanities,4702,Cultural studies,False,0.25,constrained_lexical,
1200,General Arts and Humanities,4703,Language studies,False,0.167,constrained_lexical,
1200,General Arts and Humanities,4701,Communication and media studies,False,0.083,constrained_lexical,
1200,General Arts and Humanities,4799,"Other language, communication and culture",False,0.083,constrained_lexical,
1200,General Arts and Humanities,4704,Linguistics,False,0.0,constrained_lexical,
1202,History,4303,Historical studies,True,0.7,manual_override,History -- exact-fit 'Historical studies' group exists
1203,Language and Linguistics,4704,Linguistics,True,0.179,constrained_lexical,
1203,Language and Linguistics,4705,Literary studies,False,0.179,constrained_lexical,
1203,Language and Linguistics,3901,Curriculum and pedagogy,False,0.154,constrained_lexical,
1203,Language and Linguistics,4303,Historical studies,False,0.128,constrained_lexical,
1203,Language and Linguistics,4703,Language studies,False,0.128,constrained_lexical,
1203,Language and Linguistics,3904,Specialist studies in education,False,0.103,constrained_lexical,
1203,Language and Linguistics,4702,Cultural studies,False,0.103,constrained_lexical,
1203,Language and Linguistics,4804,Law in context,False,0.103,constrained_lexical,
1203,Language and Linguistics,3104,Evolutionary biology,False,0.077,constrained_lexical,
1204,Archeology,4301,Archaeology,True,0.7,manual_override,Archaeology -- landed on Architecture/Anthropology via generic overlap
1205,Classics,4705,Literary studies,True,0.455,constrained_lexical,
1205,Classics,4702,Cultural studies,False,0.273,constrained_lexical,
1205,Classics,4703,Language studies,False,0.182,constrained_lexical,
1205,Classics,4701,Communication and media studies,False,0.091,constrained_lexical,
1205,Classics,4704,Linguistics,False,0.091,constrained_lexical,
1205,Classics,4799,"Other language, communication and culture",False,0.091,constrained_lexical,
1206,Conservation,4102,Ecological applications,True,0.7,manual_override,"Conservation -- ecological/environmental concept, not Literary studies"
1207,History and Philosophy of Science,5002,History and philosophy of specific fields,True,0.7,manual_override,History and Philosophy of Science -- exact-fit group exists
1208,Literature and Literary Theory,4705,Literary studies,True,0.158,constrained_lexical,
1208,Literature and Literary Theory,4303,Historical studies,False,0.119,constrained_lexical,
1208,Literature and Literary Theory,3901,Curriculum and pedagogy,False,0.099,constrained_lexical,
1208,Literature and Literary Theory,5003,Philosophy,False,0.089,constrained_lexical,
1208,Literature and Literary Theory,4702,Cultural studies,False,0.079,constrained_lexical,
1208,Literature and Literary Theory,4703,Language studies,False,0.079,constrained_lexical,
1208,Literature and Literary Theory,4410,Sociology,False,0.069,constrained_lexical,
1208,Literature and Literary Theory,4804,Law in context,False,0.069,constrained_lexical,
1208,Literature and Literary Theory,3304,Urban and regional planning,False,0.059,constrained_lexical,
1209,Museology,4302,"Heritage, archive and museum studies",True,0.7,manual_override,"Museology -- exact-fit 'Heritage, archive and museum studies' group exists"
1210,Music,3603,Music,True,1.0,exact_match,
1210,Music,4705,Literary studies,False,0.308,constrained_lexical,
1210,Music,4702,Cultural studies,False,0.154,constrained_lexical,
1210,Music,4701,Communication and media studies,False,0.077,constrained_lexical,
1210,Music,4703,Language studies,False,0.077,constrained_lexical,
1210,Music,4799,"Other language, communication and culture",False,0.077,constrained_lexical,
1210,Music,4704,Linguistics,False,0.0,constrained_lexical,
1211,Philosophy,5003,Philosophy,True,1.0,exact_match,
1211,Philosophy,4705,Literary studies,False,0.133,constrained_lexical,
1211,Philosophy,4702,Cultural studies,False,0.102,constrained_lexical,
1211,Philosophy,4804,Law in context,False,0.102,constrained_lexical,
1211,Philosophy,3901,Curriculum and pedagogy,False,0.082,constrained_lexical,
1211,Philosophy,4303,Historical studies,False,0.082,constrained_lexical,
1211,Philosophy,4410,Sociology,False,0.082,constrained_lexical,
1211,Philosophy,3304,Urban and regional planning,False,0.071,constrained_lexical,
1211,Philosophy,4407,Policy and administration,False,0.071,constrained_lexical,
1212,Religious studies,5004,Religious studies,True,1.0,exact_match,
1212,Religious studies,4804,Law in context,False,0.205,constrained_lexical,
1212,Religious studies,4303,Historical studies,False,0.154,constrained_lexical,
1212,Religious studies,3904,Specialist studies in education,False,0.128,constrained_lexical,
1212,Religious studies,4410,Sociology,False,0.128,constrained_lexical,
1212,Religious studies,4703,Language studies,False,0.128,constrained_lexical,
1212,Religious studies,4705,Literary studies,False,0.128,constrained_lexical,
1212,Religious studies,4405,Gender studies,False,0.103,constrained_lexical,
1212,Religious studies,5003,Philosophy,False,0.103,constrained_lexical,
1213,Visual Arts and Performing Arts,3606,Visual arts,True,0.7,manual_override,"Visual Arts and Performing Arts -- visual arts concept, not Literary studies"
1302,Aging,3102,Bioinformatics and computational biology,True,0.0,below_floor,
1302,Aging,3105,Genetics,False,0.2,constrained_lexical,
1302,Aging,3107,Microbiology,False,0.2,constrained_lexical,
1302,Aging,3101,Biochemistry and cell biology,False,0.0,constrained_lexical,
1302,Aging,3103,Ecology,False,0.0,constrained_lexical,
1302,Aging,3104,Evolutionary biology,False,0.0,constrained_lexical,
1302,Aging,3106,Industrial biotechnology,False,0.0,constrained_lexical,
1302,Aging,3108,Plant biology,False,0.0,constrained_lexical,
1302,Aging,3109,Zoology,False,0.0,constrained_lexical,
1303,Biochemistry,3101,Biochemistry and cell biology,True,0.136,constrained_lexical,
1303,Biochemistry,3106,Industrial biotechnology,False,0.136,constrained_lexical,
1303,Biochemistry,3199,Other biological sciences,False,0.091,constrained_lexical,
1303,Biochemistry,3102,Bioinformatics and computational biology,False,0.045,constrained_lexical,
1303,Biochemistry,3104,Evolutionary biology,False,0.045,constrained_lexical,
1303,Biochemistry,3108,Plant biology,False,0.045,constrained_lexical,
1303,Biochemistry,3109,Zoology,False,0.045,constrained_lexical,
1303,Biochemistry,3103,Ecology,False,0.0,constrained_lexical,
1303,Biochemistry,3105,Genetics,False,0.0,constrained_lexical,
1304,Biophysics,3102,Bioinformatics and computational biology,True,0.1,constrained_lexical,
1304,Biophysics,3104,Evolutionary biology,False,0.1,constrained_lexical,
1304,Biophysics,3101,Biochemistry and cell biology,False,0.05,constrained_lexical,
1304,Biophysics,3105,Genetics,False,0.05,constrained_lexical,
1304,Biophysics,3108,Plant biology,False,0.05,constrained_lexical,
1304,Biophysics,3109,Zoology,False,0.05,constrained_lexical,
1304,Biophysics,3199,Other biological sciences,False,0.05,constrained_lexical,
1304,Biophysics,3103,Ecology,False,0.0,constrained_lexical,
1304,Biophysics,3106,Industrial biotechnology,False,0.0,constrained_lexical,
1305,Biotechnology,3101,Biochemistry and cell biology,True,0.087,constrained_lexical,
1305,Biotechnology,3104,Evolutionary biology,False,0.087,constrained_lexical,
1305,Biotechnology,3108,Plant biology,False,0.087,constrained_lexical,
1305,Biotechnology,3102,Bioinformatics and computational biology,False,0.043,constrained_lexical,
1305,Biotechnology,3103,Ecology,False,0.043,constrained_lexical,
1305,Biotechnology,3106,Industrial biotechnology,False,0.043,constrained_lexical,
1305,Biotechnology,3107,Microbiology,False,0.043,constrained_lexical,
1305,Biotechnology,3105,Genetics,False,0.0,constrained_lexical,
1305,Biotechnology,3109,Zoology,False,0.0,constrained_lexical,
1306,Cancer Research,3102,Bioinformatics and computational biology,True,0.086,constrained_lexical,
1306,Cancer Research,3104,Evolutionary biology,False,0.086,constrained_lexical,
1306,Cancer Research,3105,Genetics,False,0.086,constrained_lexical,
1306,Cancer Research,3211,Oncology and carcinogenesis,False,0.086,constrained_lexical,
1306,Cancer Research,3404,Medicinal and biomolecular chemistry,False,0.086,constrained_lexical,
1306,Cancer Research,4410,Sociology,False,0.086,constrained_lexical,
1306,Cancer Research,3001,Agricultural biotechnology,False,0.057,constrained_lexical,
1306,Cancer Research,3101,Biochemistry and cell biology,False,0.057,constrained_lexical,
1306,Cancer Research,3106,Industrial biotechnology,False,0.057,constrained_lexical,
1307,Cell Biology,3101,Biochemistry and cell biology,True,0.7,manual_override,Cell Biology -- exact-fit 'Biochemistry and cell biology' group exists
1308,Clinical Biochemistry,3101,Biochemistry and cell biology,True,0.133,constrained_lexical,
1308,Clinical Biochemistry,3102,Bioinformatics and computational biology,False,0.067,constrained_lexical,
1308,Clinical Biochemistry,3105,Genetics,False,0.067,constrained_lexical,
1308,Clinical Biochemistry,3106,Industrial biotechnology,False,0.067,constrained_lexical,
1308,Clinical Biochemistry,3107,Microbiology,False,0.067,constrained_lexical,
1308,Clinical Biochemistry,3103,Ecology,False,0.0,constrained_lexical,
1308,Clinical Biochemistry,3104,Evolutionary biology,False,0.0,constrained_lexical,
1308,Clinical Biochemistry,3108,Plant biology,False,0.0,constrained_lexical,
1308,Clinical Biochemistry,3109,Zoology,False,0.0,constrained_lexical,
1309,Developmental Biology,3109,Zoology,True,0.25,constrained_lexical,
1309,Developmental Biology,3104,Evolutionary biology,False,0.125,constrained_lexical,
1309,Developmental Biology,3101,Biochemistry and cell biology,False,0.0,constrained_lexical,
1309,Developmental Biology,3102,Bioinformatics and computational biology,False,0.0,constrained_lexical,
1309,Developmental Biology,3103,Ecology,False,0.0,constrained_lexical,
1309,Developmental Biology,3105,Genetics,False,0.0,constrained_lexical,
1309,Developmental Biology,3106,Industrial biotechnology,False,0.0,constrained_lexical,
1309,Developmental Biology,3107,Microbiology,False,0.0,constrained_lexical,
1309,Developmental Biology,3108,Plant biology,False,0.0,constrained_lexical,
1310,Endocrinology,3205,Medical biochemistry and metabolomics,True,0.7,manual_override,"Endocrinology -- metabolomics is the closest real fit, not evolutionary biology"
1311,Genetics,3105,Genetics,True,1.0,exact_match,
1311,Genetics,3104,Evolutionary biology,False,0.082,constrained_lexical,
1311,Genetics,3109,Zoology,False,0.072,constrained_lexical,
1311,Genetics,3202,Clinical sciences,False,0.052,constrained_lexical,
1311,Genetics,3001,Agricultural biotechnology,False,0.041,constrained_lexical,
1311,Genetics,3003,Animal production,False,0.041,constrained_lexical,
1311,Genetics,3004,Crop and pasture production,False,0.041,constrained_lexical,
1311,Genetics,3102,Bioinformatics and computational biology,False,0.041,constrained_lexical,
1311,Genetics,3206,Medical biotechnology,False,0.041,constrained_lexical,
1312,Molecular Biology,3101,Biochemistry and cell biology,True,0.05,constrained_lexical,
1312,Molecular Biology,3105,Genetics,False,0.05,constrained_lexical,
1312,Molecular Biology,3102,Bioinformatics and computational biology,False,0.046,constrained_lexical,
1312,Molecular Biology,3108,Plant biology,False,0.035,constrained_lexical,
1312,Molecular Biology,3109,Zoology,False,0.035,constrained_lexical,
1312,Molecular Biology,3205,Medical biochemistry and metabolomics,False,0.035,constrained_lexical,
1312,Molecular Biology,3206,Medical biotechnology,False,0.035,constrained_lexical,
1312,Molecular Biology,3406,Physical chemistry,False,0.035,constrained_lexical,
1312,Molecular Biology,3104,Evolutionary biology,False,0.031,constrained_lexical,
1313,Molecular Medicine,3101,Biochemistry and cell biology,True,0.0,below_floor,
1313,Molecular Medicine,3102,Bioinformatics and computational biology,False,0.0,constrained_lexical,
1313,Molecular Medicine,3103,Ecology,False,0.0,constrained_lexical,
1313,Molecular Medicine,3104,Evolutionary biology,False,0.0,constrained_lexical,
1313,Molecular Medicine,3105,Genetics,False,0.0,constrained_lexical,
1313,Molecular Medicine,3106,Industrial biotechnology,False,0.0,constrained_lexical,
1313,Molecular Medicine,3107,Microbiology,False,0.0,constrained_lexical,
1313,Molecular Medicine,3108,Plant biology,False,0.0,constrained_lexical,
1313,Molecular Medicine,3109,Zoology,False,0.0,constrained_lexical,
1314,Physiology,3101,Biochemistry and cell biology,True,0.143,constrained_lexical,
1314,Physiology,3104,Evolutionary biology,False,0.143,constrained_lexical,
1314,Physiology,3108,Plant biology,False,0.143,constrained_lexical,
1314,Physiology,3109,Zoology,False,0.143,constrained_lexical,
1314,Physiology,3102,Bioinformatics and computational biology,False,0.071,constrained_lexical,
1314,Physiology,3103,Ecology,False,0.071,constrained_lexical,
1314,Physiology,3199,Other biological sciences,False,0.071,constrained_lexical,
1314,Physiology,3105,Genetics,False,0.0,constrained_lexical,
1314,Physiology,3106,Industrial biotechnology,False,0.0,constrained_lexical,
1315,Structural Biology,3101,Biochemistry and cell biology,True,0.0,below_floor,
1315,Structural Biology,3102,Bioinformatics and computational biology,False,0.0,constrained_lexical,
1315,Structural Biology,3103,Ecology,False,0.0,constrained_lexical,
1315,Structural Biology,3104,Evolutionary biology,False,0.0,constrained_lexical,
1315,Structural Biology,3105,Genetics,False,0.0,constrained_lexical,
1315,Structural Biology,3106,Industrial biotechnology,False,0.0,constrained_lexical,
1315,Structural Biology,3107,Microbiology,False,0.0,constrained_lexical,
1315,Structural Biology,3108,Plant biology,False,0.0,constrained_lexical,
1315,Structural Biology,3109,Zoology,False,0.0,constrained_lexical,
1402,Accounting,3507,"Strategy, management and organisational behaviour",True,0.18,constrained_lexical,
1402,Accounting,3501,"Accounting, auditing and accountability",False,0.16,constrained_lexical,
1402,Accounting,3502,"Banking, finance and investment",False,0.16,constrained_lexical,
1402,Accounting,3901,Curriculum and pedagogy,False,0.12,constrained_lexical,
1402,Accounting,4609,Information systems,False,0.12,constrained_lexical,
1402,Accounting,3505,Human resources and industrial relations,False,0.1,constrained_lexical,
1402,Accounting,3506,Marketing,False,0.1,constrained_lexical,
1402,Accounting,3801,Applied economics,False,0.1,constrained_lexical,
1402,Accounting,4803,International and comparative law,False,0.1,constrained_lexical,
1403,Business and International Management,3506,Marketing,True,0.4,constrained_lexical,
1403,Business and International Management,3503,Business systems in context,False,0.2,constrained_lexical,
1403,Business and International Management,3507,"Strategy, management and organisational behaviour",False,0.2,constrained_lexical,
1403,Business and International Management,3599,"Other commerce, management, tourism and services",False,0.2,constrained_lexical,
1403,Business and International Management,3501,"Accounting, auditing and accountability",False,0.0,constrained_lexical,
1403,Business and International Management,3502,"Banking, finance and investment",False,0.0,constrained_lexical,
1403,Business and International Management,3504,Commercial services,False,0.0,constrained_lexical,
1403,Business and International Management,3505,Human resources and industrial relations,False,0.0,constrained_lexical,
1403,Business and International Management,3508,Tourism,False,0.0,constrained_lexical,
1404,Management Information Systems,4609,Information systems,True,0.25,constrained_lexical,
1404,Management Information Systems,3507,"Strategy, management and organisational behaviour",False,0.159,constrained_lexical,
1404,Management Information Systems,3302,Building,False,0.136,constrained_lexical,
1404,Management Information Systems,3503,Business systems in context,False,0.136,constrained_lexical,
1404,Management Information Systems,4014,Manufacturing engineering,False,0.136,constrained_lexical,
1404,Management Information Systems,3501,"Accounting, auditing and accountability",False,0.114,constrained_lexical,
1404,Management Information Systems,3506,Marketing,False,0.114,constrained_lexical,
1404,Management Information Systems,4013,Geomatic engineering,False,0.114,constrained_lexical,
1404,Management Information Systems,4203,Health services and systems,False,0.114,constrained_lexical,
1405,Management of Technology and Innovation,4609,Information systems,True,0.196,constrained_lexical,
1405,Management of Technology and Innovation,3507,"Strategy, management and organisational behaviour",False,0.174,constrained_lexical,
1405,Management of Technology and Innovation,3302,Building,False,0.152,constrained_lexical,
1405,Management of Technology and Innovation,3901,Curriculum and pedagogy,False,0.152,constrained_lexical,
1405,Management of Technology and Innovation,3303,Design,False,0.13,constrained_lexical,
1405,Management of Technology and Innovation,3506,Marketing,False,0.13,constrained_lexical,
1405,Management of Technology and Innovation,4014,Manufacturing engineering,False,0.13,constrained_lexical,
1405,Management of Technology and Innovation,4605,Data management and data science,False,0.13,constrained_lexical,
1405,Management of Technology and Innovation,4701,Communication and media studies,False,0.13,constrained_lexical,
1406,Marketing,3506,Marketing,True,1.0,exact_match,
1406,Marketing,3507,"Strategy, management and organisational behaviour",False,0.143,constrained_lexical,
1406,Marketing,3303,Design,False,0.119,constrained_lexical,
1406,Marketing,3304,Urban and regional planning,False,0.119,constrained_lexical,
1406,Marketing,4402,Criminology,False,0.119,constrained_lexical,
1406,Marketing,4609,Information systems,False,0.119,constrained_lexical,
1406,Marketing,3901,Curriculum and pedagogy,False,0.095,constrained_lexical,
1406,Marketing,4303,Historical studies,False,0.095,constrained_lexical,
1406,Marketing,4702,Cultural studies,False,0.095,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,3507,"Strategy, management and organisational behaviour",True,0.209,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,4410,Sociology,False,0.164,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,4609,Information systems,False,0.164,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,3506,Marketing,False,0.134,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,3901,Curriculum and pedagogy,False,0.134,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,3505,Human resources and industrial relations,False,0.119,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,3904,Specialist studies in education,False,0.119,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,4203,Health services and systems,False,0.119,constrained_lexical,
1407,Organizational Behavior and Human Resource Management,3303,Design,False,0.104,constrained_lexical,
1408,Strategy and Management,3507,"Strategy, management and organisational behaviour",True,0.19,constrained_lexical,
1408,Strategy and Management,4609,Information systems,False,0.155,constrained_lexical,
1408,Strategy and Management,3304,Urban and regional planning,False,0.095,constrained_lexical,
1408,Strategy and Management,3801,Applied economics,False,0.095,constrained_lexical,
1408,Strategy and Management,4803,International and comparative law,False,0.095,constrained_lexical,
1408,Strategy and Management,3002,"Agriculture, land and farm management",False,0.083,constrained_lexical,
1408,Strategy and Management,3502,"Banking, finance and investment",False,0.083,constrained_lexical,
1408,Strategy and Management,3901,Curriculum and pedagogy,False,0.083,constrained_lexical,
1408,Strategy and Management,4407,Policy and administration,False,0.083,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3504,Commercial services,True,0.0,below_floor,
1409,"Tourism, Leisure and Hospitality Management",3508,Tourism,False,0.2,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3599,"Other commerce, management, tourism and services",False,0.2,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3501,"Accounting, auditing and accountability",False,0.0,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3502,"Banking, finance and investment",False,0.0,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3503,Business systems in context,False,0.0,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3505,Human resources and industrial relations,False,0.0,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3506,Marketing,False,0.0,constrained_lexical,
1409,"Tourism, Leisure and Hospitality Management",3507,"Strategy, management and organisational behaviour",False,0.0,constrained_lexical,
1410,Industrial relations,3502,"Banking, finance and investment",True,0.0,below_floor,
1410,Industrial relations,3505,Human resources and industrial relations,False,0.333,constrained_lexical,
1410,Industrial relations,3501,"Accounting, auditing and accountability",False,0.0,constrained_lexical,
1410,Industrial relations,3503,Business systems in context,False,0.0,constrained_lexical,
1410,Industrial relations,3504,Commercial services,False,0.0,constrained_lexical,
1410,Industrial relations,3506,Marketing,False,0.0,constrained_lexical,
1410,Industrial relations,3507,"Strategy, management and organisational behaviour",False,0.0,constrained_lexical,
1410,Industrial relations,3508,Tourism,False,0.0,constrained_lexical,
1410,Industrial relations,3509,"Transportation, logistics and supply chains",False,0.0,constrained_lexical,
1502,Bioengineering,4009,"Electronics, sensors and digital hardware",True,0.0,below_floor,
1502,Bioengineering,4001,Aerospace engineering,False,0.0,constrained_lexical,
1502,Bioengineering,4002,Automotive engineering,False,0.0,constrained_lexical,
1502,Bioengineering,4003,Biomedical engineering,False,0.0,constrained_lexical,
1502,Bioengineering,4004,Chemical engineering,False,0.0,constrained_lexical,
1502,Bioengineering,4005,Civil engineering,False,0.0,constrained_lexical,
1502,Bioengineering,4006,Communications engineering,False,0.0,constrained_lexical,
1502,Bioengineering,4007,"Control engineering, mechatronics and robotics",False,0.0,constrained_lexical,
1502,Bioengineering,4008,Electrical engineering,False,0.0,constrained_lexical,
1503,Catalysis,4004,Chemical engineering,True,0.0,below_floor,
1503,Catalysis,4011,Environmental engineering,False,0.071,constrained_lexical,
1503,Catalysis,4001,Aerospace engineering,False,0.0,constrained_lexical,
1503,Catalysis,4002,Automotive engineering,False,0.0,constrained_lexical,
1503,Catalysis,4003,Biomedical engineering,False,0.0,constrained_lexical,
1503,Catalysis,4005,Civil engineering,False,0.0,constrained_lexical,
1503,Catalysis,4006,Communications engineering,False,0.0,constrained_lexical,
1503,Catalysis,4007,"Control engineering, mechatronics and robotics",False,0.0,constrained_lexical,
1503,Catalysis,4008,Electrical engineering,False,0.0,constrained_lexical,
1504,Chemical Health and Safety,4005,Civil engineering,True,0.5,constrained_lexical,
1504,Chemical Health and Safety,4011,Environmental engineering,False,0.5,constrained_lexical,
1504,Chemical Health and Safety,4014,Manufacturing engineering,False,0.5,constrained_lexical,
1504,Chemical Health and Safety,4017,Mechanical engineering,False,0.5,constrained_lexical,
