source_system,source_code,source_label,system,canonical_code,canonical_label,canonical_level,is_primary,match_method,confidence,notes
FOR1998,230109,Functional Analysis,FOR,490408,Operator algebras and functional analysis,field,True,explicit_official_transitive,0.633,FOR1998->010108 (2008)->490408 (2020)
FOR1998,230110,Calculus of Variations and Control Theory,FOR,490103,"Calculus of variations, mathematical aspects of systems theory and control theory",field,True,explicit_official_transitive,0.837,FOR1998->010203 (2008)->490103 (2020)
FOR1998,230111,Geometry,FOR,490499,Pure mathematics not elsewhere classified,field,False,explicit_official_transitive,0.163,FOR1998->010199 (2008)->490499 (2020)
FOR1998,230111,Geometry,FOR,490402,Algebraic and differential geometry,field,True,explicit_official_transitive,0.372,FOR1998->010102 (2008)->490402 (2020)
FOR1998,230112,Topology and Manifolds,FOR,490412,Topology,field,True,explicit_official_transitive,0.533,FOR1998->010112 (2008)->490412 (2020)
FOR1998,230112,Topology and Manifolds,FOR,490499,Pure mathematics not elsewhere classified,field,False,explicit_official_transitive,0.254,FOR1998->010199 (2008)->490499 (2020)
FOR1998,230113,Dynamical Systems,FOR,490409,"Ordinary differential equations, difference equations and dynamical systems",field,True,explicit_official_transitive,0.37,FOR1998->010109 (2008)->490409 (2020)
FOR1998,230114,Functions of Several Complex Variables,FOR,490411,Real and complex functions (incl. several variables),field,True,explicit_official_transitive,0.622,FOR1998->010111 (2008)->490411 (2020)
FOR1998,230115,Approximation Theory,FOR,490101,Approximation theory and asymptotic methods,field,True,explicit_official_transitive,0.635,FOR1998->010201 (2008)->490101 (2020)
FOR1998,230116,Numerical Analysis,FOR,490302,Numerical analysis,field,True,explicit_official_transitive,0.9,FOR1998->010301 (2008)->490302 (2020)
FOR1998,230117,Operations Research,FOR,490108,Operations research,field,True,explicit_official_transitive,0.9,FOR1998->010206 (2008)->490108 (2020)
FOR1998,230118,Optimisation,FOR,490304,Optimisation,field,True,explicit_official_transitive,0.9,FOR1998->010303 (2008)->490304 (2020)
FOR1998,230119,Systems Theory and Control,FOR,490103,"Calculus of variations, mathematical aspects of systems theory and control theory",field,True,explicit_official_transitive,0.627,FOR1998->010203 (2008)->490103 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490109,Theoretical and applied mechanics,field,False,explicit_official_transitive,0.377,FOR1998->010207 (2008)->490109 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490299,Mathematical physics not elsewhere classified,field,False,explicit_official_transitive,0.889,FOR1998->010599 (2008)->490299 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490399,Numerical and computational mathematics not elsewhere classified,field,False,explicit_official_transitive,0.72,FOR1998->010399 (2008)->490399 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490499,Pure mathematics not elsewhere classified,field,True,explicit_official_transitive,0.9,FOR1998->010199 (2008)->490499 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",field,False,explicit_official_transitive,0.341,FOR1998->010505 (2008)->490205 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490101,Approximation theory and asymptotic methods,field,False,explicit_official_transitive,0.278,FOR1998->010201 (2008)->490101 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490407,"Mathematical logic, set theory, lattices and universal algebra",field,False,explicit_official_transitive,0.367,FOR1998->010107 (2008)->490407 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490199,Applied mathematics not elsewhere classified,field,False,explicit_official_transitive,0.9,FOR1998->010299 (2008)->490199 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.333,FOR1998->010502 (2008)->490202 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490404,Combinatorics and discrete mathematics (excl. physical combinatorics),field,False,explicit_official_transitive,0.343,FOR1998->010104 (2008)->490404 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490105,Dynamical systems in applications,field,False,explicit_official_transitive,0.261,FOR1998->010204 (2008)->490105 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.357,FOR1998->010503 (2008)->490203 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.286,FOR1998->010506 (2008)->490206 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490204,Mathematical aspects of general relativity,field,False,explicit_official_transitive,0.487,FOR1998->010504 (2008)->490204 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490201,Algebraic structures in mathematical physics,field,False,explicit_official_transitive,0.35,FOR1998->010501 (2008)->490201 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490408,Operator algebras and functional analysis,field,False,explicit_official_transitive,0.286,FOR1998->010108 (2008)->490408 (2020)
FOR1998,230199,Mathematics not elsewhere classified,FOR,490303,Numerical solution of differential and integral equations,field,False,explicit_official_transitive,0.172,FOR1998->010302 (2008)->490303 (2020)
FOR1998,2302,Statistics,FOR,4905,Statistics,group,True,derived_empirical,1.0,"rolled up from 5 FOR1998 leaf-level mapping(s), 5 agreeing"
FOR1998,230201,Probability Theory,FOR,490506,Probability theory,field,True,explicit_official_transitive,0.9,FOR1998->010404 (2008)->490506 (2020)
FOR1998,230202,Stochastic Analysis and Modelling,FOR,490510,Stochastic analysis and modelling,field,True,explicit_official_transitive,0.9,FOR1998->010406 (2008)->490510 (2020)
FOR1998,230203,Statistical Theory,FOR,490509,Statistical theory,field,True,explicit_official_transitive,0.9,FOR1998->010405 (2008)->490509 (2020)
FOR1998,230204,Applied Statistics,FOR,490501,Applied statistics,field,True,explicit_official_transitive,0.9,FOR1998->010401 (2008)->490501 (2020)
FOR1998,230299,Statistics not elsewhere classified,FOR,490504,"Forensic evaluation, inference and statistics",field,False,explicit_official_transitive,0.37,FOR1998->010403 (2008)->490504 (2020)
FOR1998,230299,Statistics not elsewhere classified,FOR,490599,Statistics not elsewhere classified,field,True,explicit_official_transitive,0.9,FOR1998->010499 (2008)->490599 (2020)
FOR1998,230299,Statistics not elsewhere classified,FOR,490502,Biostatistics,field,False,explicit_official_transitive,0.417,FOR1998->010402 (2008)->490502 (2020)
FOR1998,2399,Other Mathematical Sciences,FOR,4999,Other mathematical sciences,group,False,derived_empirical,0.4,"rolled up from 5 FOR1998 leaf-level mapping(s), 2 agreeing"
FOR1998,2399,Other Mathematical Sciences,FOR,4901,Applied mathematics,group,True,derived_empirical,0.6,"rolled up from 5 FOR1998 leaf-level mapping(s), 3 agreeing"
FOR1998,239901,Biological Mathematics,FOR,490102,Biological mathematics,field,True,explicit_official_transitive,0.9,FOR1998->010202 (2008)->490102 (2020)
FOR1998,239902,Actuarial Mathematics,FOR,490106,Financial mathematics,field,True,explicit_official_transitive,0.81,FOR1998->010205 (2008)->490106 (2020)
FOR1998,239903,Risk theory,FOR,490106,Financial mathematics,field,True,explicit_official_transitive,0.312,FOR1998->010205 (2008)->490106 (2020)
FOR1998,239904,Theory of Graduation,FOR,499999,Other mathematical sciences not elsewhere classified,field,True,explicit_official_transitive,0.212,FOR1998->019999 (2008)->499999 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,499999,Other mathematical sciences not elsewhere classified,field,True,explicit_official_transitive,0.9,FOR1998->019999 (2008)->499999 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490299,Mathematical physics not elsewhere classified,field,False,explicit_official_transitive,0.9,FOR1998->010599 (2008)->490299 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490204,Mathematical aspects of general relativity,field,False,explicit_official_transitive,0.545,FOR1998->010504 (2008)->490204 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.309,FOR1998->010506 (2008)->490206 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",field,False,explicit_official_transitive,0.388,FOR1998->010505 (2008)->490205 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490201,Algebraic structures in mathematical physics,field,False,explicit_official_transitive,0.356,FOR1998->010501 (2008)->490201 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.403,FOR1998->010503 (2008)->490203 (2020)
FOR1998,239999,Mathematical Sciences not elsewhere classified,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.295,FOR1998->010502 (2008)->490202 (2020)
FOR1998,24,PHYSICAL SCIENCES,FOR,40,ENGINEERING,division,False,derived_empirical,0.043,"rolled up from 23 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,24,PHYSICAL SCIENCES,FOR,49,MATHEMATICAL SCIENCES,division,False,derived_empirical,0.043,"rolled up from 23 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,24,PHYSICAL SCIENCES,FOR,51,PHYSICAL SCIENCES,division,True,derived_empirical,0.913,"rolled up from 23 FOR1998 leaf-level mapping(s), 21 agreeing"
FOR1998,2401,Astronomical Sciences,FOR,5101,Astronomical sciences,group,True,derived_empirical,1.0,"rolled up from 3 FOR1998 leaf-level mapping(s), 3 agreeing"
FOR1998,240101,Astronomy and Astrophysics,FOR,510108,Solar physics,field,True,explicit_official_transitive,0.612,FOR1998->020109 (2008)->510108 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510903,"Mesospheric, thermospheric, ionospheric and magnetospheric physics",field,False,explicit_official_transitive,0.519,FOR1998->020107 (2008)->510903 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510106,High energy astrophysics and galactic cosmic rays,field,False,explicit_official_transitive,0.476,FOR1998->020106 (2008)->510106 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510103,Cosmology and extragalactic astronomy,field,False,explicit_official_transitive,0.286,FOR1998->020103 (2008)->510103 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510101,Astrobiology,field,False,explicit_official_transitive,0.368,FOR1998->020101 (2008)->510101 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",field,False,explicit_official_transitive,0.303,FOR1998->010505 (2008)->490205 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,490204,Mathematical aspects of general relativity,field,False,explicit_official_transitive,0.294,FOR1998->010504 (2008)->490204 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510105,General relativity and gravitational waves,field,False,explicit_official_transitive,0.294,FOR1998->020105 (2008)->510105 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510905,Solar system planetary science (excl. planetary geology),field,False,explicit_official_transitive,0.184,FOR1998->020108 (2008)->510905 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510109,Stellar astronomy and planetary systems,field,False,explicit_official_transitive,0.554,FOR1998->020110 (2008)->510109 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510102,Astronomical instrumentation,field,False,explicit_official_transitive,0.562,FOR1998->020102 (2008)->510102 (2020)
FOR1998,240101,Astronomy and Astrophysics,FOR,510104,Galactic astronomy,field,False,explicit_official_transitive,0.409,FOR1998->020104 (2008)->510104 (2020)
FOR1998,240102,Cosmic Ray Physics,FOR,510106,High energy astrophysics and galactic cosmic rays,field,True,explicit_official_transitive,0.4,FOR1998->020106 (2008)->510106 (2020)
FOR1998,240199,Astronomical Sciences not elsewhere classified,FOR,490204,Mathematical aspects of general relativity,field,False,explicit_official_transitive,0.432,FOR1998->010504 (2008)->490204 (2020)
FOR1998,240199,Astronomical Sciences not elsewhere classified,FOR,510199,Astronomical sciences not elsewhere classified,field,True,explicit_official_transitive,0.9,FOR1998->020199 (2008)->510199 (2020)
FOR1998,240199,Astronomical Sciences not elsewhere classified,FOR,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",field,False,explicit_official_transitive,0.317,FOR1998->010505 (2008)->490205 (2020)
FOR1998,240199,Astronomical Sciences not elsewhere classified,FOR,510702,Field theory and string theory,field,False,explicit_official_transitive,0.263,FOR1998->020602 (2008)->510702 (2020)
FOR1998,2402,Theoretical and Condensed Matter Physics,FOR,5104,Condensed matter physics,group,True,derived_empirical,0.75,"rolled up from 4 FOR1998 leaf-level mapping(s), 3 agreeing"
FOR1998,2402,Theoretical and Condensed Matter Physics,FOR,4902,Mathematical physics,group,False,derived_empirical,0.25,"rolled up from 4 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,240201,Theoretical Physics,FOR,510199,Astronomical sciences not elsewhere classified,field,False,explicit_official_transitive,0.293,FOR1998->020199 (2008)->510199 (2020)
FOR1998,240201,Theoretical Physics,FOR,519999,Other physical sciences not elsewhere classified,field,False,explicit_official_transitive,0.23,FOR1998->029999 (2008)->519999 (2020)
FOR1998,240201,Theoretical Physics,FOR,510801,Degenerate quantum gases and atom optics,field,False,explicit_official_transitive,0.237,FOR1998->020601 (2008)->510801 (2020)
FOR1998,240201,Theoretical Physics,FOR,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",field,False,explicit_official_transitive,0.25,FOR1998->010505 (2008)->490205 (2020)
FOR1998,240201,Theoretical Physics,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.25,FOR1998->010503 (2008)->490203 (2020)
FOR1998,240201,Theoretical Physics,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.257,FOR1998->010506 (2008)->490206 (2020)
FOR1998,240201,Theoretical Physics,FOR,510499,Condensed matter physics not elsewhere classified,field,False,explicit_official_transitive,0.324,FOR1998->020499 (2008)->510499 (2020)
FOR1998,240201,Theoretical Physics,FOR,510299,"Atomic, molecular and optical physics not elsewhere classified",field,False,explicit_official_transitive,0.475,FOR1998->020599 (2008)->510299 (2020)
FOR1998,240201,Theoretical Physics,FOR,510399,Classical physics not elsewhere classified,field,False,explicit_official_transitive,0.393,FOR1998->020399 (2008)->510399 (2020)
FOR1998,240201,Theoretical Physics,FOR,490204,Mathematical aspects of general relativity,field,False,explicit_official_transitive,0.361,FOR1998->010504 (2008)->490204 (2020)
FOR1998,240201,Theoretical Physics,FOR,510699,Nuclear and plasma physics not elsewhere classified,field,False,explicit_official_transitive,0.343,FOR1998->020299 (2008)->510699 (2020)
FOR1998,240201,Theoretical Physics,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.328,FOR1998->010502 (2008)->490202 (2020)
FOR1998,240201,Theoretical Physics,FOR,510803,"Quantum information, computation and communication",field,False,explicit_official_transitive,0.232,FOR1998->020603 (2008)->510803 (2020)
FOR1998,240201,Theoretical Physics,FOR,510899,Quantum physics not elsewhere classified,field,False,explicit_official_transitive,0.305,FOR1998->020699 (2008)->510899 (2020)
FOR1998,240201,Theoretical Physics,FOR,510702,Field theory and string theory,field,False,explicit_official_transitive,0.286,FOR1998->020602 (2008)->510702 (2020)
FOR1998,240201,Theoretical Physics,FOR,490201,Algebraic structures in mathematical physics,field,True,explicit_official_transitive,0.508,FOR1998->010501 (2008)->490201 (2020)
FOR1998,240201,Theoretical Physics,FOR,490299,Mathematical physics not elsewhere classified,field,False,explicit_official_transitive,0.5,FOR1998->010599 (2008)->490299 (2020)
FOR1998,240202,Condensed Matter Physics - Structural Properties,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.232,FOR1998->010506 (2008)->490206 (2020)
FOR1998,240202,Condensed Matter Physics - Structural Properties,FOR,510406,Structural properties of condensed matter,field,True,explicit_official_transitive,0.49,FOR1998->020406 (2008)->510406 (2020)
FOR1998,240203,Condensed Matter Physics - Electronic and Magnetic Properties; Superconductivity,FOR,510404,Electronic and magnetic properties of condensed matter; superconductivity,field,True,explicit_official_transitive,0.693,FOR1998->020404 (2008)->510404 (2020)
FOR1998,240203,Condensed Matter Physics - Electronic and Magnetic Properties; Superconductivity,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.188,FOR1998->010506 (2008)->490206 (2020)
FOR1998,240204,Condensed Matter Physics - Other,FOR,510401,Condensed matter characterisation technique development,field,False,explicit_official_transitive,0.506,FOR1998->020401 (2008)->510401 (2020)
FOR1998,240204,Condensed Matter Physics - Other,FOR,510403,Condensed matter modelling and density functional theory,field,False,explicit_official_transitive,0.568,FOR1998->020403 (2008)->510403 (2020)
FOR1998,240204,Condensed Matter Physics - Other,FOR,510402,Condensed matter imaging,field,False,explicit_official_transitive,0.643,FOR1998->020402 (2008)->510402 (2020)
FOR1998,240204,Condensed Matter Physics - Other,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.262,FOR1998->010506 (2008)->490206 (2020)
FOR1998,240204,Condensed Matter Physics - Other,FOR,510405,Soft condensed matter,field,False,explicit_official_transitive,0.604,FOR1998->020405 (2008)->510405 (2020)
FOR1998,240204,Condensed Matter Physics - Other,FOR,510499,Condensed matter physics not elsewhere classified,field,True,explicit_official_transitive,0.741,FOR1998->020499 (2008)->510499 (2020)
FOR1998,2403,Atomic and Molecular Physics; Nuclear and Particle Physics; Plasma Physics,FOR,5106,Nuclear and plasma physics,group,True,derived_empirical,0.5,"rolled up from 4 FOR1998 leaf-level mapping(s), 2 agreeing"
FOR1998,2403,Atomic and Molecular Physics; Nuclear and Particle Physics; Plasma Physics,FOR,5102,"Atomic, molecular and optical physics",group,False,derived_empirical,0.25,"rolled up from 4 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,2403,Atomic and Molecular Physics; Nuclear and Particle Physics; Plasma Physics,FOR,5107,Particle and high energy physics,group,False,derived_empirical,0.25,"rolled up from 4 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,240301,Atomic and Molecular Physics,FOR,510201,Atomic and molecular physics,field,True,explicit_official_transitive,0.9,FOR1998->020201 (2008)->510201 (2020)
FOR1998,240302,Nuclear and Particle Physics,FOR,510601,Nuclear physics,field,False,explicit_official_transitive,0.698,FOR1998->020202 (2008)->510601 (2020)
FOR1998,240302,Nuclear and Particle Physics,FOR,510703,Particle physics,field,True,explicit_official_transitive,0.727,FOR1998->020203 (2008)->510703 (2020)
FOR1998,240303,Plasmas and Electrical Discharges,FOR,510602,Plasma physics; fusion plasmas; electrical discharges,field,True,explicit_official_transitive,0.674,FOR1998->020204 (2008)->510602 (2020)
FOR1998,240304,Other Plasma Physics,FOR,510602,Plasma physics; fusion plasmas; electrical discharges,field,True,explicit_official_transitive,0.384,FOR1998->020204 (2008)->510602 (2020)
FOR1998,240304,Other Plasma Physics,FOR,510699,Nuclear and plasma physics not elsewhere classified,field,False,explicit_official_transitive,0.36,FOR1998->020299 (2008)->510699 (2020)
FOR1998,2404,Optical Physics,FOR,5108,Quantum physics,group,False,derived_empirical,0.333,"rolled up from 3 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,2404,Optical Physics,FOR,5102,"Atomic, molecular and optical physics",group,True,derived_empirical,0.667,"rolled up from 3 FOR1998 leaf-level mapping(s), 2 agreeing"
FOR1998,240401,Optics and Opto-electronic Physics,FOR,510204,"Photonics, optoelectronics and optical communications",field,False,explicit_official_transitive,0.437,FOR1998->020504 (2008)->510204 (2020)
FOR1998,240401,Optics and Opto-electronic Physics,FOR,510203,Nonlinear optics and spectroscopy,field,True,explicit_official_transitive,0.597,FOR1998->020503 (2008)->510203 (2020)
FOR1998,240401,Optics and Opto-electronic Physics,FOR,510302,Classical and physical optics,field,False,explicit_official_transitive,0.444,FOR1998->020501 (2008)->510302 (2020)
FOR1998,240402,Quantum Optics and Lasers,FOR,510804,Quantum optics and quantum optomechanics,field,True,explicit_official_transitive,0.718,FOR1998->020604 (2008)->510804 (2020)
FOR1998,240402,Quantum Optics and Lasers,FOR,510202,Lasers and quantum electronics,field,False,explicit_official_transitive,0.436,FOR1998->020502 (2008)->510202 (2020)
FOR1998,240402,Quantum Optics and Lasers,FOR,510803,"Quantum information, computation and communication",field,False,explicit_official_transitive,0.48,FOR1998->020603 (2008)->510803 (2020)
FOR1998,240499,Optical Physics not elsewhere classified,FOR,510299,"Atomic, molecular and optical physics not elsewhere classified",field,True,explicit_official_transitive,0.9,FOR1998->020599 (2008)->510299 (2020)
FOR1998,240499,Optical Physics not elsewhere classified,FOR,510302,Classical and physical optics,field,False,explicit_official_transitive,0.348,FOR1998->020501 (2008)->510302 (2020)
FOR1998,240499,Optical Physics not elsewhere classified,FOR,510203,Nonlinear optics and spectroscopy,field,False,explicit_official_transitive,0.301,FOR1998->020503 (2008)->510203 (2020)
FOR1998,240499,Optical Physics not elsewhere classified,FOR,510204,"Photonics, optoelectronics and optical communications",field,False,explicit_official_transitive,0.237,FOR1998->020504 (2008)->510204 (2020)
FOR1998,240499,Optical Physics not elsewhere classified,FOR,510801,Degenerate quantum gases and atom optics,field,False,explicit_official_transitive,0.15,FOR1998->020601 (2008)->510801 (2020)
FOR1998,240499,Optical Physics not elsewhere classified,FOR,510202,Lasers and quantum electronics,field,False,explicit_official_transitive,0.114,FOR1998->020502 (2008)->510202 (2020)
FOR1998,2405,Classical Physics,FOR,5103,Classical physics,group,True,derived_empirical,0.8,"rolled up from 5 FOR1998 leaf-level mapping(s), 4 agreeing"
FOR1998,2405,Classical Physics,FOR,4012,Fluid mechanics and thermal engineering,group,False,derived_empirical,0.2,"rolled up from 5 FOR1998 leaf-level mapping(s), 1 agreeing"
FOR1998,240501,Acoustics and Acoustical Devices; Waves,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.296,FOR1998->010502 (2008)->490202 (2020)
FOR1998,240501,Acoustics and Acoustical Devices; Waves,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.288,FOR1998->010503 (2008)->490203 (2020)
FOR1998,240501,Acoustics and Acoustical Devices; Waves,FOR,510301,Acoustics and acoustical devices; waves,field,True,explicit_official_transitive,0.9,FOR1998->020301 (2008)->510301 (2020)
FOR1998,240502,Fluid Physics,FOR,401210,Microfluidics and nanofluidics,field,True,explicit_official_transitive,0.9,FOR1998->020303 (2008)->401210 (2020)
FOR1998,240502,Fluid Physics,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.218,FOR1998->010502 (2008)->490202 (2020)
FOR1998,240502,Fluid Physics,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.113,FOR1998->010503 (2008)->490203 (2020)
FOR1998,240503,Thermodynamics and Statistical Physics,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.325,FOR1998->010502 (2008)->490202 (2020)
FOR1998,240503,Thermodynamics and Statistical Physics,FOR,510304,Thermodynamics and statistical physics,field,True,explicit_official_transitive,0.9,FOR1998->020304 (2008)->510304 (2020)
FOR1998,240503,Thermodynamics and Statistical Physics,FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,False,explicit_official_transitive,0.297,FOR1998->010506 (2008)->490206 (2020)
FOR1998,240504,Electrostatics and Electrodynamics,FOR,510303,Electrostatics and electrodynamics,field,True,explicit_official_transitive,0.9,FOR1998->020302 (2008)->510303 (2020)
FOR1998,240504,Electrostatics and Electrodynamics,FOR,490202,Integrable systems (classical and quantum),field,False,explicit_official_transitive,0.395,FOR1998->010502 (2008)->490202 (2020)
FOR1998,240504,Electrostatics and Electrodynamics,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.315,FOR1998->010503 (2008)->490203 (2020)
FOR1998,240599,Classical Physics not elsewhere classified,FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,False,explicit_official_transitive,0.341,FOR1998->010503 (2008)->490203 (2020)
