code,level,label,parent_code
230110,objective,Migrant and refugee settlement services,2301
230111,objective,Multicultural services,2301
230112,objective,Social class and inequalities,2301
230113,objective,"Structure, delivery and resourcing",2301
230114,objective,Violence and abuse services,2301
230115,objective,Youth services,2301
230199,objective,Community services not elsewhere classified,2301
2302,group,Government and politics,23
230201,objective,Civics and citizenship,2302
230202,objective,Electoral systems,2302
230203,objective,Political systems,2302
230204,objective,Public services policy advice and analysis,2302
230299,objective,Government and politics not elsewhere classified,2302
2303,group,International relations,23
230301,objective,Defence and security policy,2303
230302,objective,International aid and development,2303
230303,objective,International organisations,2303
230304,objective,International political economy (excl. international trade),2303
230305,objective,Peace and conflict,2303
230399,objective,International relations not elsewhere classified,2303
2304,group,Justice and the law,23
230401,objective,Civil justice,2304
230402,objective,Crime prevention,2304
230403,objective,Criminal justice,2304
230404,objective,Law enforcement,2304
230405,objective,Law reform,2304
230406,objective,Legal processes,2304
230407,objective,"Legislation, civil and criminal codes",2304
230408,objective,Rehabilitation and correctional services,2304
230499,objective,Justice and the law not elsewhere classified,2304
2305,group,Work and labour market,23
230501,objective,Employment patterns and change,2305
230502,objective,Professions and professionalisation,2305
230503,objective,Remuneration,2305
230504,objective,Unpaid work and volunteering,2305
230505,objective,Work and family responsibilities,2305
230506,objective,Workplace safety,2305
230599,objective,Work and labour market not elsewhere classified,2305
2399,group,"Other law, politics and community services",23
239999,objective,"Other law, politics and community services not elsewhere classified",2399
24,division,MANUFACTURING,
2401,group,Agricultural chemicals,24
240101,objective,Animal protection chemicals,2401
240102,objective,Chemical fertilisers,2401
240103,objective,Crop and pasture protection chemicals,2401
240199,objective,Agricultural chemicals not elsewhere classified,2401
2402,group,Basic metal products,24
240201,objective,Basic aluminium products,2402
240202,objective,Basic copper products,2402
240203,objective,Basic iron and steel products,2402
240204,objective,Basic precious metal products,2402
240205,objective,Basic zinc products,2402
240299,objective,Basic metal products not elsewhere classified,2402
2403,group,"Ceramics, glass and industrial mineral products",24
240301,objective,Cement products and concrete materials,2403
240302,objective,Ceramics,2403
240303,objective,Clay products,2403
240304,objective,Composite materials,2403
240305,objective,Plaster and plaster products,2403
240306,objective,Structural glass and glass products,2403
240399,objective,"Ceramics, glass and industrial mineral products not elsewhere classified",2403
2404,group,"Computer, electronic and communication equipment",24
240401,objective,Computer and electronic office equipment (excl. communication equipment),2404
240402,objective,Consumer electronic equipment (excl. communication equipment),2404
240403,objective,Integrated circuits and devices,2404
240404,objective,Integrated systems,2404
240405,objective,Network infrastructure equipment,2404
240406,objective,Processor modules,2404
240407,objective,Robotics,2404
240408,objective,Satellite navigation equipment,2404
240409,objective,Telemetry equipment,2404
240410,objective,Voice and data equipment,2404
240499,objective,"Computer, electronic and communication equipment not elsewhere classified",2404
2405,group,Dairy products,24
240501,objective,Butter and milk-derived fats and oils (excl. cream),2405
240502,objective,Casein,2405
240503,objective,Cheese,2405
240504,objective,"Processed milk and cream (incl. powder, evaporated and condensed)",2405
240505,objective,Whey,2405
240599,objective,Dairy products not elsewhere classified,2405
2406,group,Environmentally sustainable manufacturing activities,24
240601,objective,"Development of recyclable or biodegradable componentry, packaging or materials",2406
240602,objective,Management of gaseous waste from manufacturing activities (excl. greenhouse gases),2406
240603,objective,Management of liquid waste from manufacturing activities (excl. water),2406
240604,objective,Management of solid waste from manufacturing activities,2406
240605,objective,Management of water consumption by manufacturing activities,2406
240699,objective,Environmentally sustainable manufacturing activities not elsewhere classified,2406
2407,group,Fabricated metal products,24
240701,objective,Coated metal and metal-coated products,2407
240702,objective,Machined metal products,2407
240703,objective,Metal castings,2407
240704,objective,Semi-finished metal products,2407
240705,objective,Sheet metal products,2407
240706,objective,Structural metal products,2407
240799,objective,Fabricated metal products not elsewhere classified,2407
2408,group,Human pharmaceutical products,24
240801,objective,Human biological preventatives,2408
240802,objective,Human diagnostics,2408
240803,objective,Human pharmaceutical treatments,2408
240899,objective,Human pharmaceutical products not elsewhere classified,2408
2409,group,Industrial chemicals and related products,24
240901,objective,"Antimicrobials, antifungals and biocides",2409
240902,objective,Bioplastics,2409
240903,objective,Cosmetics,2409
240904,objective,Fine chemicals,2409
240905,objective,Industrial gases,2409
240906,objective,Inorganic industrial chemicals,2409
240907,objective,Lubricants,2409
240908,objective,"Organic industrial chemicals (excl. resins, rubber and plastics)",2409
240909,objective,Paints,2409
240910,objective,Plastics,2409
240911,objective,Resins,2409
240912,objective,Rubber,2409
240913,objective,Soaps,2409
240999,objective,Industrial chemicals and related products not elsewhere classified,2409
2410,group,Instrumentation,24
241001,objective,Industrial instruments,2410
241002,objective,Medical instruments,2410
241003,objective,Scientific instruments,2410
241099,objective,Instrumentation not elsewhere classified,2410
2411,group,"Leather products, fibre processing and textiles",24
241101,objective,Clothing,2411
241102,objective,Cotton ginning,2411
241103,objective,"Natural fibres, yarns and fabrics",2411
241104,objective,Non-fabric textiles (e.g. felt),2411
241105,objective,"Skins, leather and leather products",2411
241106,objective,"Synthetic fibres, yarns and fabrics",2411
241107,objective,Wool scouring and top making,2411
241199,objective,"Leather products, fibre processing and textiles not elsewhere classified",2411
2412,group,Machinery and equipment,24
241201,objective,3D printers and printing,2412
241202,objective,Autonomous and robotic systems,2412
241203,objective,Electrical machinery and equipment (incl. appliances),2412
241204,objective,Industrial machinery and equipment,2412
241205,objective,Medical machinery and equipment,2412
241299,objective,Machinery and equipment not elsewhere classified,2412
2413,group,Processed food products and beverages (excl. dairy products),24
241301,objective,Alcoholic beverages,2413
241302,objective,Bakery products,2413
241303,objective,Carcass meat (incl. fish and seafood),2413
241304,objective,Flour mill and cereal food,2413
241305,objective,Insects,2413
241306,objective,Non-alcoholic beverages (excl. fruit juices and non-dairy milk),2413
241307,objective,Non-dairy milk,2413
241308,objective,Nutraceuticals and functional foods,2413
241309,objective,Oils and fats (incl. margarines),2413
241310,objective,Processed fish and seafood products,2413
241311,objective,Processed fruit and vegetable products (incl. juices),2413
241312,objective,Processed meat products,2413
241313,objective,"Sugar, sweeteners and confectionery products",2413
241399,objective,Processed food products and beverages (excl. dairy products) not elsewhere classified,2413
2414,group,"Processed non-food agriculture products (excl. wood, paper and fibre)",24
241401,objective,Essential oils,2414
241402,objective,Organic fertilisers,2414
241403,objective,Plant extracts,2414
241404,objective,Prepared animal feed,2414
241499,objective,"Processed non-food agricultural products (excl. wood, paper and fibre) not elsewhere classified",2414
2415,group,Transport equipment,24
241501,objective,Aerospace equipment,2415
241502,objective,Automotive equipment,2415
241503,objective,Nautical equipment,2415
241504,objective,Rail equipment,2415
241599,objective,Transport equipment not elsewhere classified,2415
2416,group,Veterinary pharmaceutical products,24
241601,objective,Veterinary biological preventatives,2416
241602,objective,Veterinary diagnostics,2416
241603,objective,Veterinary pharmaceutical treatments,2416
241699,objective,Veterinary pharmaceutical products not elsewhere classified,2416
2417,group,"Wood, wood products and paper",24
241701,objective,Paper products and pulp,2417
241702,objective,Printing and publishing processes,2417
241703,objective,Reconstituted timber products,2417
241704,objective,Wood products,2417
241705,objective,Wood sawing and veneer,2417
241799,objective,"Wood, wood products and paper not elsewhere classified",2417
2499,group,Other manufacturing,24
249999,objective,Other manufacturing not elsewhere classified,2499
25,division,MINERAL RESOURCES (EXCL. ENERGY RESOURCES),
2501,group,Environmentally sustainable mineral resource activities,25
250101,objective,Management of gaseous waste from mineral resource activities (excl. greenhouse gases),2501
250102,objective,Management of liquid waste from mineral resource activities (excl. water),2501
250103,objective,Management of solid waste from mineral resource activities,2501
250104,objective,Management of water consumption by mineral resource activities,2501
250199,objective,Environmentally sustainable mineral resource activities not elsewhere classified,2501
2502,group,First stage treatment of minerals,25
250201,objective,Alumina production,2502
250202,objective,Beneficiation of bauxite and aluminium ores (excl. alumina production),2502
250203,objective,Beneficiation or dressing of iron ores,2502
250204,objective,Beneficiation or dressing of non-metallic minerals (incl. diamonds),2502
250205,objective,Concentrating processes of base metal ores (excl. aluminium and iron ores),2502
250206,objective,Production of unrefined precious metal ingots and concentrates,2502
250299,objective,First stage treatment of minerals not elsewhere classified,2502
2503,group,Mineral exploration,25
250301,objective,Aluminium ore exploration,2503
250302,objective,Copper ore exploration,2503
250303,objective,Diamond exploration,2503
250304,objective,Iron ore exploration,2503
250305,objective,Precious (noble) metal ore exploration,2503
250306,objective,Stone and clay exploration,2503
250307,objective,"Titanium minerals, zircon, and rare earth metal ore (e.g. monazite) exploration",2503
250308,objective,Zinc ore exploration,2503
250399,objective,Mineral exploration not elsewhere classified,2503
2504,group,Primary mining and extraction of minerals,25
250401,objective,Mining and extraction of aluminium ores,2504
250402,objective,Mining and extraction of copper ores,2504
250403,objective,Mining and extraction of diamonds,2504
250404,objective,Mining and extraction of iron ores,2504
250405,objective,Mining and extraction of precious (noble) metal ores,2504
250406,objective,Mining and extraction of stone and clay,2504
250407,objective,"Mining and extraction of titanium minerals, zircon, and rare earth metal ores (e.g. monazite)",2504
250408,objective,Mining and extraction of zinc ores,2504
250499,objective,Primary mining and extraction of minerals not elsewhere classified,2504
2599,group,Other mineral resources (excl. energy resources),25
259999,objective,Other mineral resources (excl. energy resources) not elsewhere classified,2599
26,division,PLANT PRODUCTION AND PLANT PRIMARY PRODUCTS,
2601,group,Environmentally sustainable plant production,26
260101,objective,Management of gaseous waste from plant production (excl. greenhouse gases),2601
260102,objective,Management of liquid waste from plant production (excl. water),2601
260103,objective,Management of solid waste from plant production,2601
260104,objective,Management of water consumption by plant production,2601
260199,objective,Environmentally sustainable plant production not elsewhere classified,2601
2602,group,Forestry,26
260201,objective,Hardwood plantations,2602
260202,objective,Harvesting and transport of forest products,2602
260203,objective,Integration of farm and forestry,2602
260204,objective,Native forests,2602
260205,objective,Softwood plantations,2602
260299,objective,Forestry not elsewhere classified,2602
2603,group,Grains and seeds,26
260301,objective,Barley,2603
260302,objective,Canola,2603
260303,objective,Grain legumes,2603
260304,objective,Linseed,2603
260305,objective,Lupins,2603
260306,objective,Maize,2603
260307,objective,Oats,2603
260308,objective,Rice,2603
260309,objective,Safflower seed,2603
260310,objective,Sorghum,2603
260311,objective,Soybeans,2603
260312,objective,Wheat,2603
260399,objective,Grains and seeds not elsewhere classified,2603
2604,group,Harvesting and packaging of plant products,26
260401,objective,Cotton lint and cotton seed,2604
260402,objective,Fresh fruits and vegetables (post harvest),2604
260403,objective,Sugar cane (cut for crushing),2604
260404,objective,Unprocessed grains,2604
260405,objective,Unprocessed industrial crops (excl. sugar and cotton),2604
260406,objective,Unprocessed seeds,2604
260499,objective,Harvesting and packaging of plant products not elsewhere classified,2604
2605,group,Horticultural crops,26
260501,objective,Almonds,2605
260502,objective,Avocado,2605
260503,objective,Berry fruit (excl. kiwifruit),2605
260504,objective,Citrus fruit,2605
260505,objective,Field grown vegetable crops,2605
260506,objective,Kiwifruit,2605
260507,objective,Macadamias,2605
260508,objective,Mushrooms and truffles,2605
260509,objective,Olives,2605
260510,objective,"Ornamentals, natives, flowers and nursery plants",2605
260511,objective,"Pome fruit, pip fruit",2605
260512,objective,Protected vegetable crops,2605
260513,objective,Stone fruit (excl. avocado),2605
260514,objective,Table grapes,2605
260515,objective,Tree nuts (excl. almonds and macadamias),2605
260516,objective,Tropical fruit,2605
260599,objective,Horticultural crops not elsewhere classified,2605
2606,group,Industrial crops,26
260601,objective,Cannabis,2606
260602,objective,Cotton,2606
260603,objective,Essential oil crops,2606
260604,objective,Hemp,2606
260605,objective,Hops,2606
260606,objective,Plant extract crops,2606
260607,objective,Sugar,2606
260608,objective,Wine grapes,2606
260699,objective,Industrial crops not elsewhere classified,2606
2699,group,Other plant production and plant primary products,26
269901,objective,Climate adaptive plants,2699
269902,objective,Forest product traceability and quality assurance,2699
269903,objective,Plant product traceability and quality assurance (excl. forest products),2699
269999,objective,Other plant production and plant primary products not elsewhere classified,2699
27,division,TRANSPORT,
2701,group,Aerospace transport,27
270101,objective,Air freight,2701
270102,objective,Air passenger transport,2701
270103,objective,Air safety and traffic management,2701
270104,objective,Air terminal infrastructure and management,2701
270105,objective,Autonomous air vehicles,2701
270106,objective,Space transport,2701
270199,objective,Aerospace transport not elsewhere classified,2701
2702,group,Environmentally sustainable transport activities,27
270201,objective,Management of gaseous waste from transport activities (excl. greenhouse gases),2702
270202,objective,Management of liquid waste from transport activities (excl. water),2702
270203,objective,Management of noise and vibration from transport activities,2702
270204,objective,Management of solid waste from transport activities,2702
270205,objective,Management of water consumption by transport activities,2702
270299,objective,Environmentally sustainable transport activities not elsewhere classified,2702
2703,group,Ground transport,27
270301,objective,Active ground transport,2703
270302,objective,Autonomous road vehicles,2703
270303,objective,Heavy rail infrastructure and networks,2703
270304,objective,Rail freight,2703
270305,objective,Rail passenger movements,2703
270306,objective,Rail safety,2703
270307,objective,Road freight,2703
270308,objective,Road infrastructure and networks,2703
270309,objective,Road passenger movements (excl. public transport),2703
270310,objective,Road public transport,2703
270311,objective,Road safety,2703
270312,objective,Urban rail infrastructure and networks (incl. light and metro rail),2703
270399,objective,Ground transport not elsewhere classified,2703
2704,group,Water transport,27
270401,objective,Autonomous water vehicles,2704
270402,objective,Coastal sea freight transport,2704
270403,objective,Domestic passenger water transport (e.g. ferries),2704
270404,objective,International passenger water transport (e.g. passenger ships),2704
270405,objective,"International sea freight transport (excl. live animals, food products and liquefied gas)",2704
270406,objective,International sea transport of food products,2704
270407,objective,International sea transport of liquefied gas,2704
270408,objective,International sea transport of live animals,2704
270409,objective,Port infrastructure and management,2704
270410,objective,Water safety,2704
270499,objective,Water transport not elsewhere classified,2704
2799,group,Other transport,27
279901,objective,Intermodal materials handling,2799
279902,objective,Multimodal transport,2799
279903,objective,Pipeline transport,2799
279904,objective,Postal and package services (incl. courier services),2799
279999,objective,Other transport not elsewhere classified,2799
28,division,EXPANDING KNOWLEDGE,
2801,group,Expanding knowledge,28
280101,objective,"Expanding knowledge in the agricultural, food and veterinary sciences",2801
280102,objective,Expanding knowledge in the biological sciences,2801
280103,objective,Expanding knowledge in the biomedical and clinical sciences,2801
280104,objective,Expanding knowledge in built environment and design,2801
280105,objective,Expanding knowledge in the chemical sciences,2801
280106,objective,"Expanding knowledge in commerce, management, tourism and services",2801
280107,objective,Expanding knowledge in the earth sciences,2801
280108,objective,Expanding knowledge in economics,2801
280109,objective,Expanding knowledge in education,2801
280110,objective,Expanding knowledge in engineering,2801
280111,objective,Expanding knowledge in the environmental sciences,2801
280112,objective,Expanding knowledge in the health sciences,2801
280113,objective,"Expanding knowledge in history, heritage and archaeology",2801
280114,objective,Expanding knowledge in Indigenous studies,2801
280115,objective,Expanding knowledge in the information and computing sciences,2801
280116,objective,"Expanding knowledge in language, communication and culture",2801
280117,objective,Expanding knowledge in law and legal studies,2801
280118,objective,Expanding knowledge in the mathematical sciences,2801
280119,objective,Expanding knowledge in philosophy and religious studies,2801
280120,objective,Expanding knowledge in the physical sciences,2801
280121,objective,Expanding knowledge in psychology,2801
280122,objective,Expanding knowledge in creative arts and writing studies,2801
280123,objective,Expanding knowledge in human society,2801
